Gene Symbol	Gene ID	logFC	FDR corrected Pvalue
FAM193B	54540	0.028041239	0.840932903
GRM2	2912	0.079926386	0.84095149
RNF41	10193	0.02321917	0.84095149
PPIP5K1	9677	0.034072379	0.840952612
PDE8A	5151	0.029217784	0.841008052
ARHGEF37	389337	-0.044961395	0.841008052
TNFAIP3	7128	-0.048808035	0.841084846
C8orf4	56892	-0.077559313	0.841179032
EIF3F	8665	-0.030286417	0.841179032
ARHGAP32	9743	-0.0351915	0.841265982
KCNE1	3753	-0.083332203	0.841265982
GNRH1	2796	-0.058146964	0.841403384
WDR37	22884	0.031055125	0.84146784
PABPC1L	80336	-0.050545269	0.84159746
TRIM37	4591	-0.026073119	0.841734721
ZNF33A	7581	0.027956841	0.841805391
GALNT11	63917	-0.024206243	0.841943986
BTNL9	153579	-0.071843628	0.841943986
DMTF1	9988	0.024376345	0.842015813
ARNT	405	-0.023017992	0.842194888
FUT3	2525	0.068485769	0.842273791
ADRB2	154	0.051213176	0.842330822
SLC12A9	56996	0.027917386	0.842599612
DDIT4	54541	0.051665852	0.842781606
CLOCK	9575	-0.029295085	0.843657373
DNAJB6	10049	-0.027311998	0.843756751
C16orf71	146562	0.054596886	0.84380847
DDX19B	11269	-0.027355605	0.844134225
FCGR2A	2212	-0.036196218	0.844505671
RBBP6	5930	-0.019256322	0.844506824
TBC1D3H	729877	-0.07751659	0.844506824
SOS1	6654	0.026701224	0.844689721
KIF5B	3799	0.026383385	0.845108803
ACOT11	26027	0.044237124	0.845137054
DNAJB12	54788	-0.022220214	0.845680523
CEP350	9857	0.023478541	0.845680523
DIRAS2	54769	0.067791334	0.845680523
INPP5B	3633	-0.028980542	0.846029178
VSIG4	11326	-0.04633604	0.84611698
RUFY1	80230	-0.024271355	0.846128902
QRICH1	54870	0.017531336	0.846128902
SERPING1	710	0.038277878	0.846128902
RPS6KB1	6198	0.023422772	0.846510866
PASK	23178	-0.034595141	0.847096838
CASP9	842	-0.027662995	0.847245001
TSSC1	7260	0.026876236	0.847280626
B3GALT5	10317	0.096903017	0.847280626
MORC2	22880	-0.023338891	0.847280626
ANKRD37	353322	-0.042091555	0.847462515
RNF2	6045	-0.024236901	0.847609002
VSIG8	391123	0.071294833	0.847609002
DHRSX	207063	0.035476665	0.847609002
SLC30A6	55676	0.024794163	0.847609002
HRCT1	646962	0.079141103	0.847609002
TTLL5	23093	-0.024090657	0.847609002
FBXO32	114907	-0.05574089	0.847829149
RBM41	55285	-0.026887663	0.847871177
SNAPC1	6617	0.028226715	0.847871177
PSIMCT-1	100101490	-0.045483683	0.847912134
DCAKD	79877	-0.024906327	0.847914935
SND1	27044	0.021505491	0.847914935
FDXACB1	91893	-0.030279925	0.847959105
HIAT1	64645	-0.020190894	0.847989566
CA9	768	0.086933724	0.848512038
DLGAP1	9229	-0.081354242	0.848785482
WASH3P	374666	-0.025988888	0.84885871
PRKCSH	5589	0.029615921	0.848934659
CYHR1	50626	0.032627783	0.848988497
RABL3	285282	0.020245813	0.848988497
LPIN2	9663	-0.028386347	0.848988497
CAPN3	825	-0.057938679	0.849191896
ITGAV	3685	-0.034536454	0.849191896
KCNIP4	80333	0.066975953	0.849411273
FZD4	8322	-0.04423229	0.850036106
ING2	3622	-0.02574407	0.850036106
ZNF358	140467	0.029149549	0.850066646
PRKCH	5583	0.034879692	0.850115421
KIF2A	3796	-0.025700525	0.850241448
SLC35E3	55508	-0.028800346	0.850418026
DOCK7	85440	-0.024455591	0.850590745
PCDHB9	56127	0.06495155	0.850590745
ZNF565	147929	0.030375876	0.850590745
C9orf98	158067	-0.047320143	0.850590745
NDOR1	27158	0.02681689	0.850887968
EIF2AK3	9451	-0.018686331	0.851063207
GALC	2581	0.027463684	0.851146567
PON3	5446	0.12475037	0.851170955
ATP2B2	491	-0.075422038	0.851282567
MMRN2	79812	-0.048396268	0.851469207
GAS6	2621	0.042507164	0.851594691
DNMT3B	1789	-0.038701183	0.851594691
S100A9	6280	0.087566787	0.851594691
HNRNPUL1	11100	0.023975688	0.851594691
PLSCR4	57088	-0.046477439	0.851688995
CRKL	1399	0.02385562	0.851780142
ATOH8	84913	0.062825259	0.852129848
CCNH	902	-0.024645213	0.852430649
SCNN1D	6339	0.051458421	0.852728547
CORO2A	7464	-0.036263064	0.852728547
SMC5	23137	-0.026365729	0.852728547
SCARA3	51435	0.049131428	0.852866851
SRPK2	6733	0.023845402	0.853106123
DHX32	55760	0.023905625	0.853106123
FAM66D	100132923	0.066619889	0.853106123
MAP3K6	9064	-0.037489535	0.853106123
NF2	4771	0.030792578	0.853390094
ARGLU1	55082	0.033403778	0.853560375
LTA4H	4048	-0.027597365	0.853606208
PRRT3	285368	-0.042060295	0.854257702
RNF139	11236	-0.033192131	0.855043549
BPGM	669	-0.028029706	0.855043549
CYTH1	9267	0.022807983	0.855043549
ATP6V0A2	23545	0.023318274	0.855043549
BDP1	55814	-0.030367019	0.855043549
RPL4	6124	-0.030573329	0.855043549
TTBK1	84630	0.058404085	0.855043549
ATXN3	4287	0.020664706	0.855116642
CDC14A	8556	0.03011159	0.855168012
SHMT1	6470	-0.027869132	0.855565348
WWTR1	25937	0.028558824	0.855929779
BMS1	9790	-0.021192142	0.85645735
SF3B1	23451	-0.01915512	0.85645735
CA14	23632	-0.065708783	0.856786678
BRPF1	7862	0.020741139	0.857028423
XG	7499	-0.080522109	0.857049919
RPL17	6139	-0.04109674	0.857504387
PEX13	5194	-0.019322296	0.857509788
STAG1	10274	-0.023922035	0.857509788
ANAPC2	29882	0.025126671	0.857509788
PROM1	8842	0.091501623	0.857882851
PYCR1	5831	0.036618379	0.857892647
ZNF763	284390	-0.04164458	0.857892647
STAC2	342667	-0.096334252	0.857916073
CBLC	23624	-0.049668001	0.858145526
SPP1	6696	-0.045781001	0.858188985
MAPRE1	22919	0.017670525	0.858239091
TSC2	7249	0.027998305	0.8583636
SEC23B	10483	-0.021705104	0.858501346
STRC	161497	-0.070963989	0.858639308
FBXL16	146330	0.052385676	0.858639308
MBLAC2	153364	0.027831986	0.858844783
WAC	51322	0.018368998	0.85901431
B4GALT7	11285	0.023330227	0.85901431
ASH2L	9070	0.026198461	0.85923682
GNAI2	2771	0.018766479	0.85923682
MAD1L1	8379	-0.025534499	0.859421328
MS4A14	84689	-0.045412012	0.859421328
ATXN2L	11273	-0.019706758	0.860071017
RTN4RL1	146760	-0.084704911	0.860145302
ZBTB41	360023	0.022976116	0.860156265
ALG1	56052	0.025983277	0.860259446
MTF1	4520	-0.028375952	0.860259446
HSPA5	3309	-0.021697277	0.860877326
MYSM1	114803	-0.033944854	0.861435963
IPO8	10526	0.019577476	0.861501896
WBP1	23559	-0.022439311	0.861577046
BRD4	23476	0.029867062	0.861826063
NAGLU	4669	0.02337297	0.862097671
IFNAR1	3454	0.020516431	0.862124464
PNP	4860	-0.0407121	0.862124464
RBP7	116362	-0.054224146	0.862224877
IGBP1	3476	-0.025453435	0.862318763
DNAH7	56171	0.054294797	0.862318763
ENGASE	64772	-0.033659174	0.862318763
GORASP1	64689	-0.018540843	0.862355985
NRXN3	9369	0.059987269	0.862404207
PCDHA3	56145	0.077343318	0.862533358
NIPBL	25836	-0.021244403	0.862636265
ARL8B	55207	-0.018152713	0.862636265
UHRF1BP1L	23074	0.021855511	0.862676259
HDAC5	10014	0.024716707	0.86267733
PARG	8505	0.018613199	0.862810773
MTA1	9112	-0.026587282	0.862810773
EPT1	85465	-0.022004601	0.862810773
AGPAT9	84803	-0.049210869	0.862810773
ZNF689	115509	0.023056616	0.862810773
C2orf43	60526	-0.032204798	0.862810773
IER5L	389792	-0.033217928	0.862810773
AXIN1	8312	-0.023490018	0.862810773
ZDHHC14	79683	0.035789549	0.862820905
GATA6	2627	-0.056267329	0.862837595
KIAA1033	23325	-0.020758846	0.862944032
TBC1D22A	25771	0.021852818	0.862944032
EGLN3	112399	-0.056940908	0.862944032
POLR2J3	548644	-0.0353682	0.863249839
OR2A9P	441295	0.033200263	0.863289899
SRXN1	140809	-0.025115027	0.863484408
ZNF665	79788	0.031582092	0.863484408
TSPAN3	10099	-0.026322633	0.863535269
SNORD1C	677850	-0.043772773	0.864114231
TMED8	283578	0.021324737	0.864114231
NCOA5	57727	0.016365641	0.864444446
HCG11	493812	0.036102616	0.86491558
IFT52	51098	0.022927866	0.865150253
GPC4	2239	0.04856071	0.865219212
TMSB15B	286527	-0.057048589	0.865313158
NETO2	81831	-0.047974985	0.865401918
PURB	5814	0.019173364	0.865488051
SFRS5	6430	-0.020433636	0.865517622
MYO7B	4648	-0.077644763	0.865648436
RFC1	5981	-0.020129925	0.865648436
DNAJC11	55735	-0.02183162	0.865829569
TRAPPC10	7109	0.023463538	0.865829569
TEAD2	8463	0.027784569	0.865833825
RNF141	50862	0.02102879	0.865864537
WDR66	144406	-0.073696897	0.866160184
MORN4	118812	-0.029518344	0.866299529
LMAN1	3998	0.022735925	0.866299529
ANO1	55107	-0.062928429	0.866611029
GSTCD	79807	-0.023247691	0.866611029
DDX5	1655	0.018778719	0.867043891
MAST2	23139	0.021751889	0.867060063
PYROXD1	79912	-0.030095853	0.867134824
COLEC11	78989	-0.088135416	0.867414904
RHBDL3	162494	0.073027832	0.867414904
FAM21A	387680	-0.034182881	0.867631292
CCDC41	51134	0.026836529	0.867631292
SPG11	80208	0.021585999	0.867875824
SF1	7536	0.011794866	0.868013486
CEP68	23177	0.019842795	0.868013486
PAX8	7849	-0.038682326	0.868013486
SOCS4	122809	-0.020670132	0.868092943
MARCH6	10299	0.021949927	0.868290523
CPSF2	53981	0.018314176	0.868302385
PELO	53918	0.021289453	0.868470046
HUNK	30811	0.041246336	0.868470046
ATXN7	6314	0.022332761	0.868470046
IQGAP1	8826	-0.023927329	0.868899721
CEP78	84131	0.023358114	0.868970326
NDFIP1	80762	-0.018575312	0.869194855
HEATR2	54919	0.022435093	0.869194855
LRRC6	23639	0.043466112	0.869690844
UHMK1	127933	-0.028003656	0.869979018
BBS4	585	-0.023264213	0.869979018
JAKMIP3	282973	-0.061725658	0.869999883
HOOK2	29911	0.032499959	0.870042881
TLN2	83660	0.034331367	0.870278839
DNHD1	144132	0.043271789	0.87033561
SLC25A1	6576	0.026547647	0.870350197
AGR2	10551	0.085435018	0.870508391
COBRA1	25920	-0.020219194	0.870607008
LDLR	3949	-0.041354862	0.871303119
SOCS6	9306	-0.022217154	0.871318002
PHKA2	5256	-0.024248341	0.871318002
KLK14	43847	-0.065807597	0.871385888
TFAP2E	339488	0.051360913	0.871447074
TPD52L2	7165	-0.018617498	0.871447074
APOM	55937	-0.040712774	0.871703621
BMS1P4	729096	-0.037040324	0.871703621
RAD52	5893	0.027051426	0.872092113
YWHAQ	10971	0.019977415	0.872173925
KIAA1210	57481	-0.080904512	0.872173925
TCOF1	6949	-0.021717284	0.87240805
PNMA3	29944	-0.054895368	0.872506066
USP51	158880	-0.036393106	0.872510646
SLC2A4	6517	-0.05668258	0.872523255
ZNF24	7572	-0.025269876	0.872566251
RNGTT	8732	0.020970263	0.872566251
PIGG	54872	-0.021209489	0.872727031
NIPAL1	152519	-0.047413257	0.872727031
MYO5A	4644	0.026770206	0.872755858
TMEM184C	55751	-0.018722318	0.872755858
IL18	3606	-0.04035277	0.872912468
PHF20	51230	0.018393525	0.872967437
FKBP15	23307	0.017581465	0.873180718
SEC11A	23478	-0.022172767	0.873452757
FMN1	342184	0.046173291	0.873929991
ERO1LB	56605	0.036683824	0.87397278
C2orf81	388963	-0.032814238	0.87397278
ZSCAN22	342945	0.026083164	0.874352668
RGS22	26166	-0.077496744	0.874397385
EIF3H	8667	0.02524228	0.874443839
USP38	84640	-0.019687473	0.87455818
PCSK1	5122	0.089360905	0.874683585
TARDBP	23435	-0.011529646	0.874899733
SHARPIN	81858	-0.026697232	0.874899733
CRABP2	1382	-0.047036642	0.875051865
INSIG2	51141	0.020249914	0.875134876
CTR9	9646	0.018217813	0.875338089
PPM1H	57460	-0.036583664	0.875626685
MIPOL1	145282	-0.035549186	0.875626685
CASP2	835	-0.018239063	0.875917142
C4orf42	92070	-0.026151232	0.876340853
SPIRE2	84501	-0.046117653	0.876558811
NPEPPS	9520	0.018965115	0.876611756
GAA	2548	-0.027614375	0.87667552
SEC24B	10427	-0.017492362	0.876761208
PRKAB2	5565	0.024310259	0.876764958
KRI1	65095	0.02703335	0.876855551
MYH7B	57644	0.046694491	0.876931997
ZMPSTE24	10269	-0.027534292	0.877010058
LRRK1	79705	0.035757946	0.877058655
FAM179B	23116	0.02170072	0.877073644
PIK3R6	146850	0.036214275	0.877073644
WDR11	55717	-0.017914928	0.877073644
HYOU1	10525	0.022231265	0.877073644
MAK16	84549	0.022511244	0.877073644
PAPSS1	9061	-0.019750202	0.877073644
LPCAT3	10162	-0.026506479	0.877380773
ALDOC	230	0.049213198	0.877519644
TPMT	7172	-0.023515859	0.877519644
CSPP1	79848	-0.026988471	0.877767486
FGFR2	2263	0.031932345	0.877767486
ZNF680	340252	-0.023319524	0.877921348
KCNJ5	3762	0.041997427	0.877921348
CSF1R	1436	-0.035769778	0.877943974
ERBB2IP	55914	0.018844858	0.878196203
TAF1B	9014	0.019563361	0.878362217
CDKN2B	1030	-0.042315854	0.878458498
TG	7038	0.064596321	0.8784729
ZNF507	22847	-0.02348502	0.878479251
HDGFRP2	84717	0.017375489	0.878479251
SLC35F5	80255	-0.024334155	0.878479251
CNOT2	4848	-0.01922448	0.878492932
RARRES1	5918	0.063449277	0.878608447
COG8	84342	0.017783513	0.878867441
DCAF13	25879	-0.022007221	0.878919722
PEX5	5830	0.021174882	0.878919722
POLR3GL	84265	0.021137014	0.879096559
GOLPH3	64083	-0.017541298	0.879096559
GAS5	60674	0.036110232	0.879124486
TUBGCP5	114791	-0.022288118	0.879216568
BCL2L15	440603	0.064732471	0.879216568
TIMM50	92609	-0.033786657	0.879457505
FHL2	2274	-0.034139456	0.879460084
PPP2R5C	5527	0.015695681	0.879552173
C1orf201	90529	0.022796752	0.880081533
MPP5	64398	0.018031716	0.880148616
LRRC20	55222	0.026500771	0.880391574
ATP8B4	79895	-0.03506543	0.880391574
LETM2	137994	0.041876213	0.880391574
GPR132	29933	-0.04144535	0.880391574
ALDH3B2	222	0.049530516	0.88045689
PTGR1	22949	-0.02907189	0.880668244
HES4	57801	-0.046945347	0.880925321
MEOX1	4222	0.068320241	0.881112032
SEPHS1	22929	0.021495659	0.881167644
PDE4C	5143	-0.053335571	0.881167644
CCBP2	1238	-0.062673639	0.881167644
COPA	1314	-0.014730573	0.881224904
FAM119A	151194	0.021989487	0.881381351
KIF27	55582	0.02889552	0.881482574
SLC22A15	55356	-0.036980025	0.881482574
GIPC1	10755	-0.027075777	0.88156453
CST7	8530	0.044767867	0.88156453
WIPI2	26100	-0.018477248	0.881699514
SH3KBP1	30011	0.024142853	0.881712236
MUL1	79594	-0.015907206	0.882257819
OGFOD1	55239	0.01624079	0.882371489
ATL2	64225	0.018368701	0.882374553
NEK5	341676	0.04805976	0.882374553
ZNF513	130557	0.021095765	0.882381625
ZNF100	163227	-0.024379324	0.88260556
PAFAH1B2	5049	0.01996357	0.882641985
RAB21	23011	-0.016978846	0.883093065
PPP1R14C	81706	-0.050645166	0.883173397
STRN3	29966	0.018880093	0.88323764
ZBTB45	84878	0.022340188	0.88323764
FAM82B	51115	-0.019283766	0.88323764
D4S234E	27065	-0.049014472	0.883790918
RPL13AP20	387841	-0.030481679	0.88396499
RALGAPA1	253959	0.01903847	0.884320516
ZNF780B	163131	-0.030268255	0.884521223
AMBRA1	55626	0.015459078	0.884521223
PLEKHM1	9842	0.019178067	0.884521223
LIMD1	8994	0.018449168	0.88495688
ADPRH	141	0.021349623	0.885037143
DERL1	79139	-0.020934666	0.885046968
HMGN5	79366	-0.035316074	0.885181622
CYBASC3	220002	0.016185006	0.885181622
STAB1	23166	0.032555546	0.885181622
TMEM86B	255043	-0.03131498	0.885482253
RAPGEFL1	51195	0.030606697	0.885532126
ZNF808	388558	-0.021175483	0.885532126
SCARNA7	677767	0.044617408	0.885532126
AGAP11	119385	0.045826948	0.885591985
CAPS	828	-0.050987109	0.88589204
CLASP2	23122	0.017681188	0.88613706
RALGAPA2	57186	0.029399934	0.886220421
SEC62	7095	0.018085772	0.886327816
HSF1	3297	0.022108784	0.886418069
KRT8	3856	-0.027890602	0.886707896
KRT7	3855	-0.034402186	0.886840042
C19orf47	126526	0.025862623	0.886895619
C10orf4	118924	-0.020087729	0.887504087
PLAG1	5324	-0.044279831	0.887641588
CALB1	793	-0.107785475	0.887641588
SPATA6	54558	0.023101112	0.887728377
C15orf62	643338	-0.036821085	0.887728377
IL13RA1	3597	-0.02137933	0.887747478
ARID1B	57492	-0.020416676	0.887882269
HKDC1	80201	0.048761165	0.887882269
CMYA5	202333	-0.046777993	0.887882269
C7orf13	129790	0.031831821	0.887882269
TPP1	1200	0.018518894	0.887907426
C22orf9	23313	0.019320247	0.888554759
FAM114A2	10827	0.016109703	0.888682438
RNF214	257160	-0.017800613	0.888682438
NIPAL2	79815	0.028764517	0.888821999
C1orf55	163859	0.014564386	0.888821999
FAM133B	257415	-0.016561955	0.889073857
RHBDD2	57414	-0.023271828	0.889116342
NGRN	51335	-0.019368978	0.889281799
CCDC69	26112	0.031381688	0.889393435
WBSCR26	171022	-0.072186552	0.889393435
PGBD4	161779	-0.021025803	0.889414981
CDKL3	51265	0.025746983	0.889431215
VIPAR	63894	-0.017185968	0.889728668
LRRC50	123872	-0.061315814	0.889745109
FAM53B	9679	0.023789591	0.889869908
CDC27	996	0.015426515	0.889869908
STC1	6781	-0.043988861	0.889925545
SIRPB2	284759	0.034526054	0.890040571
ZNF562	54811	-0.021594396	0.890139861
ORAI3	93129	0.02042879	0.890189977
FBXO44	93611	0.021671364	0.890210786
MT3	4504	-0.064615744	0.890210786
HIPK3	10114	0.022140678	0.890211605
SEC61A2	55176	-0.024835722	0.890352357
RRP7B	91695	-0.028687457	0.890352357
ZNF79	7633	0.017822593	0.890424665
C19orf45	374877	-0.04800065	0.890472892
BBS2	583	-0.018975361	0.890472892
HSPA13	6782	0.019257785	0.89065356
KLF16	83855	-0.018118555	0.890658344
PCDHB7	56129	0.054991744	0.890658344
ZNF431	170959	0.022960681	0.890781339
CALM3	808	0.019632363	0.89129782
CBX2	84733	0.035519537	0.891518892
ERMAP	114625	0.023887151	0.891648869
TMC4	147798	-0.029165903	0.891648869
PHF20L1	51105	0.018912414	0.89212265
ASB3	51130	0.015071326	0.89317885
PUF60	22827	-0.023447133	0.893350587
ITFG3	83986	0.01848395	0.893440731
ZFAND1	79752	-0.020042513	0.89383052
RGS9BP	388531	-0.0487194	0.893838215
TUBGCP3	10426	0.017707638	0.894053037
LEO1	123169	0.018513689	0.894079036
ZNF669	79862	-0.01834986	0.894079036
ZNF558	148156	-0.023263973	0.894555371
DENND3	22898	0.024282799	0.895107954
NUCKS1	64710	0.01576893	0.895107954
ICAM1	3383	0.038740413	0.895544344
LZTFL1	54585	-0.018551305	0.895544344
SLC26A7	115111	-0.060218619	0.895687458
ANK3	288	-0.027327403	0.895687458
ZGPAT	84619	-0.017505194	0.895891596
LGALS8	3964	-0.023130497	0.895891596
VTI1A	143187	0.015443937	0.896041702
TUBGCP4	27229	0.017545254	0.896479987
CLEC12A	160364	0.047628082	0.896491376
STAT3	6774	-0.0158183	0.896491376
SOCS2	8835	0.036947488	0.896491376
TUBBP5	643224	-0.051608563	0.896522279
MEX3C	51320	-0.018435562	0.896522279
IP6K2	51447	-0.017797052	0.89673661
ACIN1	22985	0.014599074	0.897021042
AREG	374	0.060813779	0.897603442
RAP1GAP	5909	-0.032776893	0.897609175
PPTC7	160760	0.018526025	0.897609175
PFKL	5211	0.01824821	0.897609175
ZNF594	84622	-0.025951053	0.897609175
NEAT1	283131	0.037836353	0.897609175
C7orf51	222950	0.038072553	0.897609175
ZNF83	55769	0.023075871	0.897609175
WBP11	51729	-0.017797052	0.897609175
C19orf63	284361	0.019892483	0.897609175
ACAD10	80724	-0.019520635	0.897609175
AP1S3	130340	0.026148965	0.897609175
PDCD11	22984	0.019422528	0.897617754
OSM	5008	-0.039013623	0.897912649
C2CD2	25966	-0.020701931	0.897912649
OCEL1	79629	-0.024910816	0.897984486
FAM53C	51307	-0.014161363	0.899176229
ARHGEF3	50650	-0.025765884	0.899202292
WDR19	57728	-0.021799053	0.899202292
CSNK1D	1453	-0.013696074	0.899526895
FAM160A1	729830	0.024709433	0.899526895
CHFR	55743	0.017670515	0.899643194
ANKRD40	91369	0.013445894	0.899896056
TTLL3	26140	0.027750185	0.899911528
EPS8L2	64787	0.023445505	0.900061025
CYB5D2	124936	-0.023866707	0.900081268
PLEKHG6	55200	-0.034215301	0.900081268
NDRG3	57446	-0.016777324	0.900195434
ALKBH5	54890	-0.012921877	0.900432357
ZNF236	7776	-0.019009794	0.900769183
CSNK2A1	1457	-0.017043986	0.901799169
SMURF1	57154	-0.015123421	0.901799169
SLITRK4	139065	0.04887098	0.901799169
MAP9	79884	0.023325246	0.901844813
RHD	6007	-0.049698922	0.901904886
PDCD4	27250	-0.020297543	0.902137066
FAM20B	9917	0.014160677	0.902137066
RYR1	6261	-0.042379873	0.902137066
FBXO3	26273	-0.016434041	0.902137066
SLTM	79811	-0.014796122	0.902280003
C17orf28	283987	-0.029409994	0.902280003
HSF4	3299	-0.035860967	0.902280003
SPTLC3	55304	-0.026494805	0.902597185
SMARCAD1	56916	-0.016832569	0.902651971
TCP11L2	255394	-0.024202281	0.90290323
C1orf144	26099	0.012466925	0.90290323
ZNF547	284306	-0.022818957	0.902985921
TPRG1L	127262	0.017293897	0.902985921
BOP1	23246	0.026469626	0.903188149
TMEM109	79073	0.01377965	0.903188149
XPNPEP1	7511	0.013175502	0.903188149
RSC1A1	6248	0.018402416	0.903188184
KDM2B	84678	0.015572167	0.90330322
CDK18	5129	0.018764875	0.90345975
TSGA14	95681	0.017247733	0.903591815
MAP2K2	5605	-0.015204819	0.903702384
ZRANB3	84083	0.018260545	0.903753591
FAM3D	131177	0.070267735	0.903802081
FLVCR2	55640	0.023497753	0.904077548
C20orf26	26074	0.050306974	0.904077548
FXR2	9513	0.016147955	0.904140332
GSDMA	284110	-0.052692666	0.904152774
KIAA0406	9675	0.013520301	0.904390128
HIST1H3B	8358	0.04518406	0.904390493
NR1D2	9975	0.016401826	0.904461902
LIN7C	55327	-0.014797	0.904805895
C10orf88	80007	-0.013849559	0.90486958
ARFGEF1	10565	0.016112573	0.905054461
GABRR1	2569	-0.089540789	0.90523216
PROSC	11212	0.019014092	0.905620866
IRX5	10265	0.065339172	0.905623756
SMC6	79677	-0.016126674	0.905639353
KIAA0226	9711	-0.01778443	0.906148237
DALRD3	55152	0.016164027	0.906306926
USP5	8078	0.015827586	0.906306926
WHAMM	123720	-0.015530217	0.906306926
LTK	4058	0.058127494	0.906340211
CYB5R2	51700	-0.03277754	0.906417285
SLC30A1	7779	-0.018342033	0.906690197
PDDC1	347862	-0.018014119	0.906706327
DMKN	93099	-0.035095678	0.906978141
GBA3	57733	-0.071451717	0.907022732
SLC24A6	80024	-0.021899322	0.907022732
TAF4	6874	0.014567309	0.907022732
RIMS4	140730	0.031068719	0.907022732
TCTN2	79867	0.02048779	0.907022732
SEMA4F	10505	-0.018374564	0.907029697
WRB	7485	-0.016778792	0.907109182
SLC39A1	27173	0.013599745	0.907109182
ABCA7	10347	-0.029411628	0.907109182
SFRS6	6431	0.010160113	0.907109182
ATP8A1	10396	0.028140684	0.907260855
SNAPC2	6618	0.019501072	0.907408963
C19orf20	91978	-0.020894984	0.90758584
ABCB6	10058	0.019375188	0.907812132
SH3TC1	54436	0.026162913	0.907812132
RNF150	57484	-0.028071566	0.907851041
ARL3	403	-0.018182398	0.908339826
IVD	3712	0.016295277	0.908421936
RANBP3	8498	0.015029526	0.908421936
MOSPD2	158747	-0.016449382	0.908921913
CCDC91	55297	0.01770236	0.909036877
CNP	1267	-0.013650661	0.909080597
BAT2	7916	0.014866641	0.909318107
TMEM106B	54664	0.017621893	0.909318107
HSPA4	3308	0.014622246	0.909351213
NRBP2	340371	-0.027932469	0.909351213
TP53I3	9540	-0.020823965	0.909351213
CNOT1	23019	-0.015350351	0.909351213
NDNL2	56160	0.01580835	0.909351213
GAL3ST4	79690	-0.023170569	0.909351213
ZNF425	155054	-0.026405747	0.90944544
ITSN2	50618	-0.016261991	0.90944544
PROC	5624	-0.036465246	0.90944544
FAM120AOS	158293	0.014114854	0.909537066
SRR	63826	-0.022173856	0.909943805
AKT2	208	0.020396489	0.909943805
IL5RA	3568	-0.069547081	0.909943805
